Триграмма,Частота
"('раздатчик', 'корм', 'тракторный')",1
"('корм', 'тракторный', 'комбайн')",1
"('тракторный', 'комбайн', 'картофелеуборочный')",1
"('комбайн', 'картофелеуборочный', 'самоходный')",1
"('картофелеуборочный', 'самоходный', 'специальный')",1
"('самоходный', 'специальный', 'фургон')",1
"('специальный', 'фургон', 'изотермический')",1
"('изотермический', 'подъемник', 'рабочий')",1
"('передвижной', 'механизировать', 'снегоболотоход')",1
"('механизировать', 'снегоболотоход', 'квадроцикл')",1
"('снегоболотоход', 'квадроцикл', 'фронтальный')",1
"('квадроцикл', 'фронтальный', 'погрузчик')",1
"('телескопический', 'стрела', 'вилочный')",1
"('стрела', 'вилочный', 'захват')",1
"('вилочный', 'захват', 'погрузчик')",1
"('захват', 'погрузчик', 'колесный')",1
"('погрузчик', 'колесный', 'сельскохозяйственный')",1
"('колесный', 'сельскохозяйственный', 'машина')",1
"('сельскохозяйственный', 'машина', 'аэродромный')",1
"('машина', 'аэродромный', 'уборочная')",1
"('аэродромный', 'уборочная', 'культиватор')",1
"('уборочная', 'культиватор', 'прицепной')",1
"('культиватор', 'прицепной', 'комбинированный')",1
"('прицепной', 'комбинированный', 'снегоболотоход')",1
"('комбинированный', 'снегоболотоход', 'колесный')",1
"('колесный', 'малогабаритный', 'полуприцеп')",1
"('малогабаритный', 'полуприцеп', 'фургон')",1
